"FREGUESIA.x","CONCELHO","id_c","query"
"TOUGUES-MONTE","VISEU","1823","You are matching parish names (freguesias) within the municipality (concelho) of 'VISEU' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- COTA
- CALDE
- CEPOES
- BARREIROS
- RIBAFEITA
- LORDOSA
- S. PEDRO DE FRANCE
- BODIOSA
- MUNDAO
- CAVERNAES
- CAMPO
- ABRAVESES
- COUTO DE CIMA
- SANTOS EVOS
- COUTO DE BAIXO
- POVOLIDE
- VIL DE SOUTO
- RIO DE LOBA
- ORGENS
- VISEU (S. JOSE)
- VISEU (SANTA MARIA DE VISEU)
- TORREDEITA
- S. SALVADOR
- VISEU (CORACAO DE JESUS)
- S. CIPRIANO
- BOA ALDEIA
- RANHADOS
- S. JOAO DE LOUROSA
- VISEU (REPESES)
- FRAGOSELA
- FARMINHAO
- VILA CHA DE SA
- FAIL
- SILGUEIROS

Does the name 'TOUGUES-MONTE' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"TROFA-VELHA","S. TIRSO","1314","You are matching parish names (freguesias) within the municipality (concelho) of 'S. TIRSO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- AVES
- VILARINHO
- SEQUEIRO
- LAMA
- AREIAS
- S. MARTINHO DO CAMPO
- PALMEIRA
- RORIZ
- S. SALVADOR DO CAMPO
- REBORDOES
- NEGRELOS (S. TOME)
- BURGAES
- S. TIRSO
- NEGRELOS (S. MAMEDE)
- COUTO (SANTA CRISTINA)
- MONTE CORDOVA
- COUTO (S. MIGUEL)
- GUIMAREI
- CARREIRA
- REFOJOS DE RIBA DE AVE
- AGUA LONGA
- LAMELAS
- REGUENGA
- AGRELA

Does the name 'TROFA-VELHA' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"VALE DA BOA","GOIS","0606","You are matching parish names (freguesias) within the municipality (concelho) of 'GOIS' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- VILA NOVA DO CEIRA
- GOIS
- COLMEAL
- CADAFAZ
- ALVARES

Does the name 'VALE DA BOA' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"VALE DE MOURO","CORUCHE","1409","You are matching parish names (freguesias) within the municipality (concelho) of 'CORUCHE' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- S. JOSE DA LAMOROSA
- COUCO
- ERRA
- CORUCHE
- FAJARDA
- BISCAINHO
- SANTANA DO MATO
- BRANCA

Does the name 'VALE DE MOURO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"VALVERDE","CORUCHE","1409","You are matching parish names (freguesias) within the municipality (concelho) of 'CORUCHE' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- S. JOSE DA LAMOROSA
- COUCO
- ERRA
- CORUCHE
- FAJARDA
- BISCAINHO
- SANTANA DO MATO
- BRANCA

Does the name 'VALVERDE' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"VILA CHA DE CANGUEIROS","TAROUCA","1820","You are matching parish names (freguesias) within the municipality (concelho) of 'TAROUCA' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- SALZEDAS
- GOUVIAES
- UCANHA
- GRANJA NOVA
- DALVARES
- VILA CHA DA BEIRA
- MONDIM DA BEIRA
- TAROUCA
- S. JOAO DE TAROUCA
- VARZEA DA SERRA

Does the name 'VILA CHA DE CANGUEIROS' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"VILA DA AJUDA","PENICHE","1014","You are matching parish names (freguesias) within the municipality (concelho) of 'PENICHE' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- PENICHE (S. PEDRO)
- FERREL
- PENICHE (AJUDA)
- SERRA D'EL-REI
- ATOUGUIA DA BALEIA
- PENICHE (CONCEICAO)

Does the name 'VILA DA AJUDA' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"VILA NICOLAU","MESAO FRIO","1704","You are matching parish names (freguesias) within the municipality (concelho) of 'MESAO FRIO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- MESAO FRIO (SANTA CRISTINA)
- VILA MARIM
- OLIVEIRA
- CIDADELHE
- MESAO FRIO (S. NICOLAU)
- VILA JUSA
- BARQUEIROS

Does the name 'VILA NICOLAU' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"VILA NOVA DE OUREM","OUREM","1421","You are matching parish names (freguesias) within the municipality (concelho) of 'OUREM' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- FREIXIANDA
- RIBEIRA DO FARRIO
- CASAL DOS BERNADOS
- ESPITE
- URQUEIRA
- MATAS
- RIO DE COUROS
- CAXARIAS
- FORMIGAIS
- OLIVAL
- CERCAL
- GONDEMARIA
- SEICA
- OUREM (NOSSA SENHORA DA PIEDADE)
- ATOUGUIA
- OUREM (NOSSA SENHORA DAS MISERICORDIAS)
- ALBURITEL
- FATIMA

Does the name 'VILA NOVA DE OUREM' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"VISEU OCIDENTAL","VISEU","1823","You are matching parish names (freguesias) within the municipality (concelho) of 'VISEU' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- COTA
- CALDE
- CEPOES
- BARREIROS
- RIBAFEITA
- LORDOSA
- S. PEDRO DE FRANCE
- BODIOSA
- MUNDAO
- CAVERNAES
- CAMPO
- ABRAVESES
- COUTO DE CIMA
- SANTOS EVOS
- COUTO DE BAIXO
- POVOLIDE
- VIL DE SOUTO
- RIO DE LOBA
- ORGENS
- VISEU (S. JOSE)
- VISEU (SANTA MARIA DE VISEU)
- TORREDEITA
- S. SALVADOR
- VISEU (CORACAO DE JESUS)
- S. CIPRIANO
- BOA ALDEIA
- RANHADOS
- S. JOAO DE LOUROSA
- VISEU (REPESES)
- FRAGOSELA
- FARMINHAO
- VILA CHA DE SA
- FAIL
- SILGUEIROS

Does the name 'VISEU OCIDENTAL' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"VIVEIRO","SANTA COMBA DAO","1814","You are matching parish names (freguesias) within the municipality (concelho) of 'SANTA COMBA DAO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- NAGOZELA
- S. JOANINHO
- TREIXEDO
- COUTO DO MOSTEIRO
- S. JOAO DE AREIAS
- SANTA COMBA DAO
- VIMIEIRO
- OVOA
- PINHEIRO DE AZERE

Does the name 'VIVEIRO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
